name,center_x,center_z,width,depth,height,rotation_y
obstacle_0,18.270239543082738,8.646133096051592,2.6314271479064986,1.045040433441881,4.326015684169484,0
obstacle_1,2.9692534188607738,-11.507283593795012,1.4284801680495387,0.8291725326395802,3.041197908748075,0
obstacle_2,2.94795904600889,4.921838016075036,2.0139109555473915,1.642626523833076,4.634163538367119,0
obstacle_3,-13.630061631709696,11.686001834533148,1.4654361926203703,1.6870022531071525,2.2787923399328256,0
obstacle_4,1.5836021223152414,-15.247786794395108,1.009933421713127,1.8563602138136501,1.5740510986896377,0
obstacle_5,-2.5275720572933054,-13.06291337585192,2.936515175527939,1.786206206418357,3.2999130428579213,0
obstacle_6,10.200608149837617,-18.292199620901872,0.805070344922763,2.589132788767097,4.756941913518438,0
obstacle_7,-2.4177735414330925,-18.679332153547747,0.6437531700799438,0.8352660149531952,2.4918131611178103,0
obstacle_8,12.462477616255413,-5.246181638888139,1.1443978787412066,1.2989953597713841,1.8867263762494502,0
obstacle_9,-6.209661356851207,1.0212422848691638,0.6537238727653281,2.004443577275048,4.743951737339827,0
obstacle_10,13.688372168874203,-4.919292592325558,2.7721598299231616,1.585135481654982,3.4175908470477503,0
obstacle_11,16.884676873851234,-3.797003241956073,1.7719173213859385,1.6675172414837764,2.6635056988120196,0
obstacle_12,9.809963794237639,-13.496833768452063,1.1589695011581473,2.631544989129164,3.984925351998098,0
obstacle_13,-17.05416789712423,7.312198547968048,0.710586521534949,1.5249296972467419,2.7764993391315924,0
obstacle_14,14.233050507475667,-18.71992342740977,1.9848703223742745,1.0717599633344992,3.1164671319843738,0
obstacle_15,9.875182130064989,18.697469609865408,0.8826863598202204,0.5205731485432992,4.552540182307897,0
obstacle_16,-7.968104349815652,7.947738073625356,1.184434598492134,2.9766010713281936,4.121325243970208,0
obstacle_17,3.0079185299283537,-18.279868934195534,0.5577453673059922,2.381514498022923,2.856666070523876,0
obstacle_18,-14.328202421462803,-2.8790108819280427,0.7087719599710005,2.2866873627022373,4.080588041923861,0
obstacle_19,-2.5105231106377346,-6.721160883415811,0.8355527278456044,1.6800972306638888,2.488075421901822,0
obstacle_20,-11.618431543249969,5.016093656475963,1.5935704854307506,2.2046262507437735,2.851395669109229,0
obstacle_21,-7.753853264683656,-2.408557095685083,0.5037177422233201,1.9584528579182305,2.6455071541131923,0
obstacle_22,17.339014454215842,-3.4070202256634694,2.8828090597598255,1.1089633468824607,3.908253530009218,0
obstacle_23,-3.3381483285329807,13.355933116892203,1.7818536172386716,1.9049556298418633,3.8545986090228035,0
obstacle_24,-1.2912361094585663,6.970876685079968,0.6279090198909048,2.3130114155513115,2.5824603223857867,0
obstacle_25,9.976381864660915,-3.863097228504632,2.8299109835919203,1.0979917568038848,3.5879949305887755,0
obstacle_26,7.415857785045084,16.159871703910625,1.2375994160721668,0.5723787864778338,4.772797713559926,0
obstacle_27,4.424861145456429,-13.347179880888449,0.5318168073419376,2.8731541154355775,2.4347454917556566,0
obstacle_28,-5.312530658973383,19.036764840365798,0.9904837472442131,1.7577960600357996,4.835190428568945,0
obstacle_29,15.271186432995044,-12.57356214741376,2.3452461262625652,1.5426186196726408,4.9396638650854054,0
obstacle_30,-17.860237114432103,-18.683177900966946,0.7299078149384037,1.9239081364604187,3.4052173491865254,0
obstacle_31,-16.293714225775794,6.302802074297553,0.6310386537752508,2.487239631674228,2.458901133828881,0
obstacle_32,-5.690022477020808,3.963716912401779,2.5245239463347158,0.9356413564129996,3.4297862111595734,0
obstacle_33,3.2883425890320375,7.338087566221681,0.7383299858962642,2.5346095018212136,4.194842501517369,0
obstacle_34,7.572714372063981,13.08857968708201,2.624537369050662,0.9679565761175499,2.001540340570796,0
obstacle_35,2.092592164063962,-19.678174109169476,2.5370861440481587,2.871512987193331,3.495733360739291,0
obstacle_36,5.838473178377992,0.8617299945514212,1.408472133166197,0.5687296349921842,3.8905116695148334,0
obstacle_37,9.264147796832209,-16.316071047673475,2.1439907630141444,2.5532464156015124,4.798521231468841,0
obstacle_38,-3.1366952171375218,0.8830702611215671,0.9188817460223568,0.6963030345858202,1.3052937049426232,0
obstacle_39,4.517632909199239,19.814992978995505,2.2005384660502427,0.6618081019586894,1.8798162280234822,0
obstacle_40,-1.5268657484116588,-15.863896120274482,0.6118105034851249,2.796840209787657,2.735994860451893,0
obstacle_41,-13.703438529272427,-1.5845975595385262,1.3443687214773312,0.9834033432773766,4.404598627112486,0
obstacle_42,-9.66134367744623,-17.013825496474254,2.21846433535092,0.7442546916803903,1.8200895361734983,0
obstacle_43,-14.435162058834102,-12.973349926402854,2.121031813700315,1.8193069326625468,4.9139842567553025,0
obstacle_44,-0.6659291625896167,17.272861038804628,1.4810703610444587,0.5327463611157175,4.290188698099517,0
obstacle_45,11.709193008642433,-13.255205714561264,1.7984933480840946,1.8622182369917868,2.3933384829911306,0
obstacle_46,-17.102124286165573,13.795488529429683,0.9615976017053208,0.6469756547518639,4.619204013478846,0
obstacle_47,-0.31289496201866385,-11.495041758543302,0.5301081436464912,2.68799143121936,4.863747582134371,0
obstacle_48,16.063027746280866,-1.4366751010581638,2.5518661102812583,2.0145764944671347,1.9752067638955793,0
obstacle_49,2.054387782645499,13.115764574917598,2.538963039446847,2.613584131897693,4.507893114245382,0
obstacle_50,16.703083095846907,-15.103879698475433,1.2677966167326344,2.7773071528504527,1.2552821119466784,0
obstacle_51,-19.446808756520664,16.37165148162282,1.1866852717711103,1.4507977752681978,3.535187655838737,0
obstacle_52,-3.7647351304124577,-13.795681621452793,0.6278322524891387,1.4846435764910941,2.957273804619617,0
obstacle_53,16.660462784935497,18.977884059735764,1.382324450193542,2.2761207035784468,2.63180264991544,0
obstacle_54,-12.922843131295604,15.938089366590319,0.6631572689084706,1.6642245478753097,2.8709288699099083,0
obstacle_55,-14.645845885353864,-2.7595375939570417,2.9169496494887883,2.302827046458199,2.8707538247502367,0
obstacle_56,-8.30320709811696,0.02947650687690384,2.4859053884102638,1.6693587705869115,2.7672812363675154,0
obstacle_57,19.00019482495982,-7.1435980860426,1.9730865025200566,0.8264974030374181,2.974104335724947,0
obstacle_58,-12.266783837160254,-11.063539302635101,0.8309442404654434,0.8393597573756968,2.027035571188754,0
