name,center_x,center_z,width,depth,height,rotation_y
obstacle_0,23.097432840426563,-22.97762830663759,2.2386251319521095,2.3622524675038994,1.5598959606966214,0
obstacle_1,12.528766296160079,2.493937540945886,1.3800333601740074,2.929932659637884,3.5414842163586355,0
obstacle_2,2.2661761897045523,-8.246418495232255,1.6375476692632596,2.167811395292394,2.3165205466727206,0
obstacle_3,3.0419674264304675,4.499838902644672,2.517737203445964,1.532757117723436,1.8344785492836087,0
obstacle_4,-10.060617814510143,7.609463370052701,2.523693299025181,1.7162433735796638,3.9926870287277643,0
obstacle_5,13.203699388945033,6.244631102574701,2.1370399148539883,1.791574455778607,2.4188854703629934,0
obstacle_6,19.914834753803298,19.71390265471485,2.714316886735447,1.2843380721156723,1.8507478569502687,0
obstacle_7,20.801621318724386,-1.8512955724201632,0.8144075145091063,0.9714575722597547,2.421926789709606,0
obstacle_8,-15.652605859479756,9.096226868342,1.2706190449658346,2.844859198613153,2.1732684710026104,0
obstacle_9,9.62360456680669,11.254011014706819,1.030959075374945,0.6720198371972756,3.8065369678706316,0
obstacle_10,3.746622633795205,4.6786660931692445,1.8776335428439932,0.9911992358581974,3.8467183290524454,0
obstacle_11,5.794736902844658,-6.514104316189339,1.963294175525196,1.0503791807430036,3.6989065783762634,0
obstacle_12,23.99698249586865,10.525795400013003,1.2571545217424904,2.0953235081597503,3.404096592900839,0
obstacle_13,-13.270653158838494,-14.832443058745849,1.6766441833411356,2.2506324960908763,1.4835142367547245,0
obstacle_14,11.030023013278779,20.159917985940353,2.7475590188895636,1.7820344263863008,2.6713947392210065,0
obstacle_15,6.472797980755189,13.024537735862594,1.8206102727235594,2.709078523947071,1.8975438047391844,0
obstacle_16,-7.372035043682857,12.750920607821357,1.4108436220191134,1.0700803666860643,1.7058150751192667,0
obstacle_17,21.55142374716364,-3.3971033172456373,2.778371208121942,1.1919454790861415,1.3592796075858944,0
obstacle_18,12.149657931155382,-10.211996549585795,2.6235516920929896,2.013252135369223,3.8825876889610638,0
obstacle_19,3.107029505714891,-6.316781327421015,2.9420090914220434,2.639217840620076,1.7550872707273855,0
obstacle_20,-1.4337421477425067,-2.635859867042427,2.997101191103216,1.4026451990701587,3.0298049147030914,0
obstacle_21,19.791499073767312,18.218246646405717,1.9556144020241892,1.3585587152418237,3.139267281326579,0
obstacle_22,-2.6314415714797086,2.5380852826079305,1.5032618441999848,1.080896273641983,3.530447015972034,0
obstacle_23,20.096614799240065,0.9807158056728866,0.7194354193727516,1.059123398608803,1.2788840544205113,0
obstacle_24,-6.659124147818815,19.66054677621115,0.738226714364489,1.7094594500067688,1.793936755901391,0
obstacle_25,6.81009000964837,13.596696130965164,1.7381391374980086,0.6845218200627572,1.9933218339607606,0
obstacle_26,-18.693280279993232,-14.945178833552902,1.3432991745529008,1.8311173964057244,3.7590959933036014,0
obstacle_27,1.6474897255318588,12.981450908485087,1.2612365793233642,2.9017079656284492,1.5790596204550336,0
obstacle_28,-3.4011716967735808,23.173795374001486,1.0504357861002318,2.8409455641917365,1.9846633407964813,0
obstacle_29,-10.094055427163557,2.7468819590901177,2.53148591350292,0.8506401883112011,1.968654183856887,0
obstacle_30,-12.143575293045707,1.918440160675896,2.472735249044164,0.5209360575320141,3.032369621489336,0
obstacle_31,-14.287962207124966,4.3735521547305325,1.1941726175400742,0.8282108042869323,2.6737234501693923,0
obstacle_32,22.563246786348593,18.376332850933693,0.9025834824621582,1.3092062546497703,2.3282810707539445,0
obstacle_33,6.32549247245727,-23.198963087119765,2.2980860834040886,0.5994227023695876,2.9668035244350843,0
obstacle_34,-21.514265918802998,-2.8896239096390595,1.5812335240100706,2.6761896264788447,3.763723890967959,0
obstacle_35,-18.567538084959793,20.541765951433234,1.357745155068004,1.8691588314525258,1.897702145711238,0
obstacle_36,-0.9081279954138353,17.15080239543635,0.9932369420625395,1.4137861979083226,3.6941298621410406,0
obstacle_37,23.20550968934603,-0.3748289241544249,2.0854776278287397,2.0375207676855327,3.7232315213020057,0
obstacle_38,-14.245907721987782,-9.57497215682262,1.1597782284828808,0.7592564002976863,3.076896754804373,0
obstacle_39,19.94423429055294,-6.961765270830206,1.3738541059459346,1.2224526444842376,1.9767142684599963,0
obstacle_40,22.948146152557285,5.225535350448169,1.3507340358081295,2.3606640917414157,2.492102241440242,0
obstacle_41,-0.6849436674869978,6.8755022829792125,1.3356852939351758,1.4934887793867913,3.4316372495530834,0
obstacle_42,-19.777143917663714,11.256151107191613,1.2513216082944265,0.9412968095195813,2.5237726721440774,0
obstacle_43,-21.80572606844359,18.221238788836743,1.8627568350627772,2.459362436315589,3.5447923148310108,0
obstacle_44,6.0931606258122955,20.367718403442147,1.406455561966561,2.4680591171843798,3.5924285733782755,0
obstacle_45,-23.48993127245214,3.8815792096394084,0.8596125304511719,2.8030762146368327,3.9208157770254157,0
obstacle_46,23.864799248697068,-4.45725755126405,1.0366068382377176,2.1313178858234743,2.0838891729942097,0
obstacle_47,-22.94249720767499,13.029930948005436,1.3609388380427128,0.9578602187489553,1.6001989116696285,0
obstacle_48,-6.4206770434534235,22.91663669565868,1.8621329543434568,0.8168205098478563,3.497695983778201,0
